wqms_id,dates,obs,unit,variable,streamflow,obs(ng/L)
wqms_07702077,9/12/2019,0.001,ug/l,PFOA,,1
wqms_07702077,10/3/2019,0.001,ug/l,PFOA,,2
wqms_07702077,11/14/2019,0.001,ug/l,PFOA,,1
wqms_07702077,12/6/2019,0.001,ug/l,PFOA,,1
wqms_07702078,1/14/2014,0.01,ug/l,PFOA,,1
wqms_07702078,2/10/2014,0.01,ug/l,PFOA,,1
wqms_07702078,3/13/2014,0.01,ug/l,PFOA,,1
wqms_07702078,4/10/2014,0.01,ug/l,PFOA,,10
wqms_07702078,5/15/2014,0.01,ug/l,PFOA,,10
wqms_07702078,1/18/2021,0.001,ug/l,PFOA,,10
wqms_07702078,2/11/2021,0.001,ug/l,PFOA,,10
wqms_07702078,3/10/2021,0.001,ug/l,PFOA,,10
wqms_07702078,4/14/2021,0.001,ug/l,PFOA,,1
wqms_07702078,5/12/2021,0.001,ug/l,PFOA,,1
wqms_07702078,6/14/2021,0.001,ug/l,PFOA,,1
wqms_07702078,7/16/2021,0.001,ug/l,PFOA,,1
wqms_07702078,8/12/2021,0.001,ug/l,PFOA,,1
wqms_07702078,9/9/2021,0.001,ug/l,PFOA,,1
wqms_07702078,10/14/2021,0.001,ug/l,PFOA,,1
wqms_07702078,11/15/2021,0.001,ug/l,PFOA,,1
wqms_07702078,12/6/2021,0.001,ug/l,PFOA,,1
wqms_07702079,1/14/2014,0.01,ug/l,PFOA,,1
wqms_07702079,2/10/2014,0.01,ug/l,PFOA,,1
wqms_07702079,3/13/2014,0.01,ug/l,PFOA,,1
wqms_07702079,4/10/2014,0.01,ug/l,PFOA,,10
wqms_07702079,5/15/2014,0.01,ug/l,PFOA,,10
wqms_07702079,1/17/2020,0.001,ug/l,PFOA,,10
wqms_07702079,2/12/2020,0.001,ug/l,PFOA,,10
wqms_07702079,3/13/2020,0.001,ug/l,PFOA,,10
wqms_07702079,4/15/2020,0.001,ug/l,PFOA,,1
wqms_07702079,5/14/2020,0.001,ug/l,PFOA,,1
wqms_07702079,6/12/2020,0.001,ug/l,PFOA,,1
wqms_07702079,7/17/2020,0.001,ug/l,PFOA,,1
wqms_07702079,8/12/2020,0.001,ug/l,PFOA,,1
wqms_07702079,9/16/2020,0.001,ug/l,PFOA,,1
wqms_07702079,10/13/2020,0.001,ug/l,PFOA,,1
wqms_07702079,11/19/2020,0.001,ug/l,PFOA,,1
wqms_07702079,12/8/2020,0.001,ug/l,PFOA,,1
wqms_07702079,5/16/2023,0.0024,ug/l,PFOA,,1
wqms_07702080,1/14/2014,0.01,ug/l,PFOA,,1
wqms_07702080,5/15/2014,0.01,ug/l,PFOA,,1
wqms_07702080,1/18/2021,0.001,ug/l,PFOA,,2.4
wqms_07702080,2/11/2021,0.001,ug/l,PFOA,,10
wqms_07702080,3/10/2021,0.001,ug/l,PFOA,,10
wqms_07702080,4/14/2021,0.0034,ug/l,PFOA,,1
wqms_07702080,5/12/2021,0.001,ug/l,PFOA,,1
wqms_07702080,6/14/2021,0.001,ug/l,PFOA,,1
wqms_07702080,7/16/2021,0.001,ug/l,PFOA,,3.4
wqms_07702080,8/12/2021,0.001,ug/l,PFOA,,1
wqms_07702080,9/9/2021,0.001,ug/l,PFOA,,1
wqms_07702080,10/14/2021,0.001,ug/l,PFOA,,1
wqms_07702080,11/15/2021,0.001,ug/l,PFOA,,1
wqms_07702080,12/6/2021,0.001,ug/l,PFOA,,1
wqms_07702081,1/23/2014,0.01,ug/l,PFOA,,1
wqms_07702081,5/26/2014,0.01,ug/l,PFOA,,1
wqms_07702081,1/22/2021,0.001,ug/l,PFOA,,1
wqms_07702081,2/16/2021,0.001,ug/l,PFOA,,10
wqms_07702081,3/18/2021,0.001,ug/l,PFOA,,10
wqms_07702081,4/21/2021,0.001,ug/l,PFOA,,1
wqms_07702081,5/24/2021,0.001,ug/l,PFOA,,1
wqms_07702081,6/18/2021,0.001,ug/l,PFOA,,1
wqms_07702081,7/23/2021,0.001,ug/l,PFOA,,1
wqms_07702081,8/19/2021,0.001,ug/l,PFOA,,1
wqms_07702081,9/16/2021,0.001,ug/l,PFOA,,1
wqms_07702081,10/20/2021,0.001,ug/l,PFOA,,1
wqms_07702081,11/23/2021,0.001,ug/l,PFOA,,1
wqms_07702081,12/15/2021,0.001,ug/l,PFOA,,1
wqms_07702082,1/23/2014,0.01,ug/l,PFOA,,1
wqms_07702082,2/14/2014,0.01,ug/l,PFOA,,1
wqms_07702082,3/18/2014,0.01,ug/l,PFOA,,1
wqms_07702082,4/14/2014,0.01,ug/l,PFOA,,10
wqms_07702082,5/26/2014,0.01,ug/l,PFOA,,10
wqms_07702082,1/22/2020,0.001,ug/l,PFOA,,10
wqms_07702082,2/14/2020,0.001,ug/l,PFOA,,10
wqms_07702082,3/19/2020,0.001,ug/l,PFOA,,10
wqms_07702082,4/20/2020,0.001,ug/l,PFOA,,1
wqms_07702082,5/20/2020,0.001,ug/l,PFOA,,1
wqms_07702082,6/18/2020,0.0042,ug/l,PFOA,,1
wqms_07702082,7/23/2020,0.001,ug/l,PFOA,,1
wqms_07702082,8/14/2020,0.001,ug/l,PFOA,,1
wqms_07702082,9/18/2020,0.001,ug/l,PFOA,,4.2
wqms_07702082,10/20/2020,0.001,ug/l,PFOA,,1
wqms_07702082,11/23/2020,0.001,ug/l,PFOA,,1
wqms_07702082,12/11/2020,0.001,ug/l,PFOA,,1
wqms_07702083,1/22/2021,0.001,ug/l,PFOA,,1
wqms_07702083,2/16/2021,0.001,ug/l,PFOA,,1
wqms_07702083,3/18/2021,0.001,ug/l,PFOA,,1
wqms_07702083,4/21/2021,0.001,ug/l,PFOA,,1
wqms_07702083,5/24/2021,0.001,ug/l,PFOA,,1
wqms_07702083,7/23/2021,0.001,ug/l,PFOA,,1
wqms_07702083,8/19/2021,0.001,ug/l,PFOA,,1
wqms_07702083,9/16/2021,0.001,ug/l,PFOA,,1
wqms_07702083,10/20/2021,0.001,ug/l,PFOA,,1
wqms_07702083,12/15/2021,0.001,ug/l,PFOA,,1
wqms_07702084,1/21/2014,0.01,ug/l,PFOA,,1
wqms_07702084,2/14/2014,0.01,ug/l,PFOA,,1
wqms_07702084,3/17/2014,0.01,ug/l,PFOA,,1
wqms_07702084,4/14/2014,0.01,ug/l,PFOA,,10
wqms_07702084,5/19/2014,0.01,ug/l,PFOA,,10
wqms_07702084,1/20/2020,0.001,ug/l,PFOA,,10
wqms_07702084,2/13/2020,0.001,ug/l,PFOA,,10
wqms_07702084,3/16/2020,0.001,ug/l,PFOA,,10
wqms_07702084,4/16/2020,0.001,ug/l,PFOA,,1
wqms_07702084,5/15/2020,0.001,ug/l,PFOA,,1
wqms_07702084,6/15/2020,0.001,ug/l,PFOA,,1
wqms_07702084,7/20/2020,0.001,ug/l,PFOA,,1
wqms_07702084,8/13/2020,0.001,ug/l,PFOA,,1
wqms_07702084,9/17/2020,0.001,ug/l,PFOA,,1
wqms_07702084,10/15/2020,0.001,ug/l,PFOA,,1
wqms_07702084,11/20/2020,0.001,ug/l,PFOA,,1
wqms_07702084,12/10/2020,0.001,ug/l,PFOA,,1
wqms_07702084,6/9/2023,0.0022,ug/l,PFOA,,1
wqms_07702085,1/21/2014,0.01,ug/l,PFOA,,1
wqms_07702085,2/14/2014,0.01,ug/l,PFOA,,1
wqms_07702085,4/14/2014,0.01,ug/l,PFOA,,2.2
wqms_07702085,5/19/2014,0.01,ug/l,PFOA,,10
wqms_07702085,1/20/2020,0.001,ug/l,PFOA,,10
wqms_07702085,2/13/2020,0.001,ug/l,PFOA,,10
wqms_07702085,3/16/2020,0.001,ug/l,PFOA,,10
wqms_07702085,4/16/2020,0.001,ug/l,PFOA,,1
wqms_07702085,5/15/2020,0.001,ug/l,PFOA,,1
wqms_07702085,6/15/2020,0.001,ug/l,PFOA,,1
wqms_07702085,7/20/2020,0.001,ug/l,PFOA,,1
wqms_07702085,8/13/2020,0.001,ug/l,PFOA,,1
wqms_07702085,9/17/2020,0.001,ug/l,PFOA,,1
wqms_07702085,10/15/2020,0.001,ug/l,PFOA,,1
wqms_07702085,11/20/2020,0.001,ug/l,PFOA,,1
wqms_07702085,12/10/2020,0.001,ug/l,PFOA,,1
wqms_07702086,1/18/2019,0.002114926,ug/l,PFOA,,1
wqms_07702086,2/13/2019,0.002269494,ug/l,PFOA,,1
wqms_07702086,3/14/2019,0.001901878,ug/l,PFOA,,1
wqms_07702086,4/11/2019,0.003192751,ug/l,PFOA,,2.114925954
wqms_07702086,5/16/2019,0.00271892,ug/l,PFOA,,2.269493559
wqms_07702086,6/13/2019,0.002618749,ug/l,PFOA,,1.901878269
wqms_07702086,9/13/2019,0.0036,ug/l,PFOA,,3.192751449
wqms_07702086,10/15/2019,0.0029,ug/l,PFOA,,2.718919599
wqms_07702086,11/19/2019,0.002512961,ug/l,PFOA,,2.61874867
wqms_07702086,12/12/2019,0.002398377,ug/l,PFOA,,3.6
wqms_07702086,1/18/2021,0.003097789,ug/l,PFOA,,2.9
wqms_07702086,2/12/2021,0.003003897,ug/l,PFOA,,2.512961491
wqms_07702086,3/17/2021,0.002910154,ug/l,PFOA,,2.39837695
wqms_07702086,4/20/2021,0.0032,ug/l,PFOA,,3.097788854
wqms_07702086,5/20/2021,0.002815555,ug/l,PFOA,,3.003897472
wqms_07702086,6/16/2021,0.0029,ug/l,PFOA,,2.91015419
wqms_07702086,11/17/2021,0.0036,ug/l,PFOA,,3.2
wqms_07702086,12/14/2021,0.0021,ug/l,PFOA,,2.815554657
wqms_07702086,2/14/2023,0.0026,ug/l,PFOA,,2.9
wqms_07702086,3/21/2023,0.0048,ug/l,PFOA,,3.6
wqms_07702086,4/19/2023,0.0049,ug/l,PFOA,,2.1
wqms_07702086,5/22/2023,0.0023,ug/l,PFOA,,2.6
wqms_07702086,6/22/2023,0.0038,ug/l,PFOA,,4.8
wqms_07702086,9/20/2023,0.0045,ug/l,PFOA,,4.9
wqms_07702086,12/14/2023,0.003,ug/l,PFOA,,2.3
wqms_07702087,1/18/2021,0.001,ug/l,PFOA,,3.8
wqms_07702087,2/12/2021,0.001,ug/l,PFOA,,4.5
wqms_07702087,3/17/2021,0.001,ug/l,PFOA,,3
wqms_07702087,4/20/2021,0.001,ug/l,PFOA,,1
wqms_07702087,5/20/2021,0.001,ug/l,PFOA,,1
wqms_07702087,6/16/2021,0.001,ug/l,PFOA,,1
wqms_07702087,7/21/2021,0.001,ug/l,PFOA,,1
wqms_07702087,8/18/2021,0.001,ug/l,PFOA,,1
wqms_07702087,9/15/2021,0.001,ug/l,PFOA,,1
wqms_07702087,10/19/2021,0.001,ug/l,PFOA,,1
wqms_07702087,11/17/2021,0.001,ug/l,PFOA,,1
wqms_07702087,12/14/2021,0.001,ug/l,PFOA,,1
wqms_07702088,2/17/2014,0.01,ug/l,PFOA,,1
wqms_07702088,4/11/2014,0.01,ug/l,PFOA,,1
wqms_07702088,1/18/2019,0.001,ug/l,PFOA,,1
wqms_07702088,2/13/2019,0.001,ug/l,PFOA,,10
wqms_07702088,3/14/2019,0.001,ug/l,PFOA,,10
wqms_07702088,4/11/2019,0.001,ug/l,PFOA,,1
wqms_07702088,5/16/2019,0.001,ug/l,PFOA,,1
wqms_07702088,6/13/2019,0.001,ug/l,PFOA,,1
wqms_07702088,7/16/2019,0.001,ug/l,PFOA,,1
wqms_07702088,8/13/2019,0.0059,ug/l,PFOA,,1
wqms_07702088,9/13/2019,0.001,ug/l,PFOA,,1
wqms_07702088,10/15/2019,0.001,ug/l,PFOA,,1
wqms_07702088,11/19/2019,0.001,ug/l,PFOA,,5.9
wqms_07702088,12/12/2019,0.001,ug/l,PFOA,,1
wqms_07702089,1/22/2014,0.01,ug/l,PFOA,2.369675875,1
wqms_07702089,5/16/2014,0.01,ug/l,PFOA,0.616249979,1
wqms_07702089,1/18/2019,0.001,ug/l,PFOA,1.049907446,1
wqms_07702089,2/13/2019,0.001,ug/l,PFOA,1.539953709,10
wqms_07702089,3/14/2019,0.001,ug/l,PFOA,0.820324063,10
wqms_07702089,4/11/2019,0.001,ug/l,PFOA,1.850092649,1
wqms_07702089,5/16/2019,0.001,ug/l,PFOA,1.049907446,1
wqms_07702089,6/13/2019,0.001,ug/l,PFOA,0.562546313,1
wqms_07702089,7/16/2019,0.001,ug/l,PFOA,0.362500012,1
wqms_07702089,8/13/2019,0.001,ug/l,PFOA,0.245694444,1
wqms_07702089,9/13/2019,0.001,ug/l,PFOA,0.269861102,1
wqms_07702089,10/15/2019,0.001,ug/l,PFOA,3.379305601,1
wqms_07702089,11/19/2019,0.001,ug/l,PFOA,1.380185127,1
wqms_07702089,12/12/2019,0.001,ug/l,PFOA,1.799074054,1
wqms_07702090,1/19/2021,0.001,ug/l,PFOA,,1
wqms_07702090,2/12/2021,0.001,ug/l,PFOA,,1
wqms_07702090,3/16/2021,0.001,ug/l,PFOA,,1
wqms_07702090,4/20/2021,0.001,ug/l,PFOA,,1
wqms_07702090,5/21/2021,0.001,ug/l,PFOA,,1
wqms_07702090,6/16/2021,0.001,ug/l,PFOA,,1
wqms_07702090,7/15/2021,0.001,ug/l,PFOA,,1
wqms_07702090,8/13/2021,0.001,ug/l,PFOA,,1
wqms_07702090,9/14/2021,0.001,ug/l,PFOA,,1
wqms_07702090,10/19/2021,0.001,ug/l,PFOA,,1
wqms_07702090,11/18/2021,0.001,ug/l,PFOA,,1
wqms_07702090,12/14/2021,0.001,ug/l,PFOA,,1
wqms_07702091,1/18/2019,0.001,ug/l,PFOA,,1
wqms_07702091,2/13/2019,0.001,ug/l,PFOA,,1
wqms_07702091,3/14/2019,0.001,ug/l,PFOA,,1
wqms_07702091,4/11/2019,0.001,ug/l,PFOA,,1
wqms_07702091,5/16/2019,0.001,ug/l,PFOA,,1
wqms_07702091,6/13/2019,0.001,ug/l,PFOA,,1
wqms_07702091,7/16/2019,0.001,ug/l,PFOA,,1
wqms_07702091,8/13/2019,0.001,ug/l,PFOA,,1
wqms_07702091,9/13/2019,0.001,ug/l,PFOA,,1
wqms_07702091,10/15/2019,0.001,ug/l,PFOA,,1
wqms_07702091,11/19/2019,0.001,ug/l,PFOA,,1
wqms_07702091,12/12/2019,0.001,ug/l,PFOA,,1
wqms_07702092,1/22/2014,0.01,ug/l,PFOA,,1
wqms_07702092,2/17/2014,0.01,ug/l,PFOA,,1
wqms_07702092,3/14/2014,0.01,ug/l,PFOA,,1
wqms_07702092,4/11/2014,0.01,ug/l,PFOA,,10
wqms_07702092,5/13/2014,0.01,ug/l,PFOA,,10
wqms_07702092,5/16/2014,0.01,ug/l,PFOA,,10
wqms_07702092,1/20/2020,0.001,ug/l,PFOA,,10
wqms_07702092,2/13/2020,0.001,ug/l,PFOA,,10
wqms_07702092,3/16/2020,0.001,ug/l,PFOA,,10
wqms_07702092,4/16/2020,0.001,ug/l,PFOA,,1
wqms_07702092,5/15/2020,0.001,ug/l,PFOA,,1
wqms_07702092,6/15/2020,0.001,ug/l,PFOA,,1
wqms_07702092,7/20/2020,0.001,ug/l,PFOA,,1
wqms_07702092,8/13/2020,0.001,ug/l,PFOA,,1
wqms_07702092,9/17/2020,0.001,ug/l,PFOA,,1
wqms_07702092,10/15/2020,0.001,ug/l,PFOA,,1
wqms_07702092,11/20/2020,0.001,ug/l,PFOA,,1
wqms_07702092,12/10/2020,0.001,ug/l,PFOA,,1
wqms_07702093,5/22/2014,0.01,ug/l,PFOA,,1
wqms_07702093,1/19/2021,0.001,ug/l,PFOA,,1
wqms_07702093,2/12/2021,0.001,ug/l,PFOA,,1
wqms_07702093,3/16/2021,0.001,ug/l,PFOA,,10
wqms_07702093,4/20/2021,0.001,ug/l,PFOA,,1
wqms_07702093,5/21/2021,0.001,ug/l,PFOA,,1
wqms_07702093,6/16/2021,0.001,ug/l,PFOA,,1
wqms_07702093,7/15/2021,0.001,ug/l,PFOA,,1
wqms_07702093,8/13/2021,0.001,ug/l,PFOA,,1
wqms_07702093,9/14/2021,0.001,ug/l,PFOA,,1
wqms_07702093,10/19/2021,0.001,ug/l,PFOA,,1
wqms_07702093,11/18/2021,0.001,ug/l,PFOA,,1
wqms_07702093,12/14/2021,0.001,ug/l,PFOA,,1
wqms_07702094,1/20/2020,0.001,ug/l,PFOA,,1
wqms_07702094,2/18/2020,0.0021,ug/l,PFOA,,1
wqms_07702094,3/18/2020,0.005,ug/l,PFOA,,1
wqms_07702094,4/16/2020,0.001,ug/l,PFOA,,1
wqms_07702094,5/15/2020,0.001,ug/l,PFOA,,2.1
wqms_07702094,6/17/2020,0.001,ug/l,PFOA,,5
wqms_07702095,2/21/2014,0.01,ug/l,PFOA,1.870324016,1
wqms_07702095,4/15/2014,0.01,ug/l,PFOA,0.364844918,1
wqms_07702095,1/22/2021,0.001,ug/l,PFOA,0.92857641,1
wqms_07702095,2/16/2021,0.001,ug/l,PFOA,1.550261736,10
wqms_07702095,3/18/2021,0.001,ug/l,PFOA,1.169611216,10
wqms_07702095,4/21/2021,0.001,ug/l,PFOA,0.42543295,1
wqms_07702095,5/24/2021,0.001,ug/l,PFOA,1.469916821,1
wqms_07702095,6/18/2021,0.001,ug/l,PFOA,0.359576404,1
wqms_07702095,7/23/2021,0.001,ug/l,PFOA,0.271328717,1
wqms_07702095,8/19/2021,0.001,ug/l,PFOA,0.271328717,1
wqms_07702095,9/16/2021,0.001,ug/l,PFOA,0.400407404,1
wqms_07702095,10/20/2021,0.001,ug/l,PFOA,0.333233774,1
wqms_07702095,11/23/2021,0.001,ug/l,PFOA,0.811351836,1
wqms_07702095,12/15/2021,0.001,ug/l,PFOA,1.419865727,1
wqms_07702096,1/7/2019,0.001968885,ug/l,PFOA,,1
wqms_07702096,2/4/2019,0.002817996,ug/l,PFOA,,1
wqms_07702096,3/1/2019,0.002396716,ug/l,PFOA,,1
wqms_07702096,4/2/2019,0.002215086,ug/l,PFOA,,1.968884767
wqms_07702096,5/2/2019,0.002688634,ug/l,PFOA,,2.817996206
wqms_07702096,6/3/2019,0.004535756,ug/l,PFOA,,2.396716312
wqms_07702096,11/4/2019,0.0047,ug/l,PFOA,,2.215085979
wqms_07702096,12/2/2019,0.002550299,ug/l,PFOA,,2.68863375
wqms_07702096,1/6/2021,0.0025,ug/l,PFOA,,4.535756043
wqms_07702096,2/1/2021,0.0023,ug/l,PFOA,,4.7
wqms_07702096,3/2/2021,0.004,ug/l,PFOA,,2.550298562
wqms_07702096,4/1/2021,0.0024,ug/l,PFOA,,2.5
wqms_07702096,5/5/2021,0.0032,ug/l,PFOA,,2.3
wqms_07702096,6/2/2021,0.0043,ug/l,PFOA,,4
wqms_07702096,7/5/2021,0.0055,ug/l,PFOA,,2.4
wqms_07702096,11/3/2021,0.0039,ug/l,PFOA,,3.2
wqms_07702096,12/2/2021,0.0034,ug/l,PFOA,,4.3
wqms_07702096,1/4/2023,0.003,ug/l,PFOA,,5.5
wqms_07702096,2/2/2023,0.003,ug/l,PFOA,,3.9
wqms_07702096,3/2/2023,0.0035,ug/l,PFOA,,3.4
wqms_07702096,4/4/2023,0.0028,ug/l,PFOA,,3
wqms_07702096,5/3/2023,0.0061,ug/l,PFOA,,3
wqms_07702097,1/24/2019,0.0023,ug/l,PFOA,,3.5
wqms_07702097,2/27/2019,0.0025,ug/l,PFOA,,2.8
wqms_07702097,3/21/2019,0.0024,ug/l,PFOA,,6.1
wqms_07702097,4/18/2019,0.0026,ug/l,PFOA,,2.3
wqms_07702097,5/22/2019,0.0031,ug/l,PFOA,,2.5
wqms_07702097,6/19/2019,0.005,ug/l,PFOA,,2.4
wqms_07702097,7/30/2019,0.011,ug/l,PFOA,,2.6
wqms_07702097,8/22/2019,0.0079,ug/l,PFOA,,3.1
wqms_07702097,9/25/2019,0.0086,ug/l,PFOA,,5
wqms_07702097,10/23/2019,0.0062,ug/l,PFOA,,11
wqms_07702097,11/19/2019,0.002019708,ug/l,PFOA,,7.9
wqms_07702097,12/20/2019,0.0021,ug/l,PFOA,,8.6
wqms_07702097,1/28/2021,0.0047,ug/l,PFOA,,6.2
wqms_07702097,2/24/2021,0.0034,ug/l,PFOA,,2.019708476
wqms_07702097,3/24/2021,0.0034,ug/l,PFOA,,2.1
wqms_07702097,4/27/2021,0.0041,ug/l,PFOA,,4.7
wqms_07702097,5/27/2021,0.0053,ug/l,PFOA,,3.4
wqms_07702097,6/30/2021,0.0057,ug/l,PFOA,,3.4
wqms_07702097,7/29/2021,0.0039,ug/l,PFOA,,4.1
wqms_07702097,8/31/2021,0.0043,ug/l,PFOA,,5.3
wqms_07702097,9/24/2021,0.0075,ug/l,PFOA,,5.7
wqms_07702097,10/28/2021,0.0051,ug/l,PFOA,,3.9
wqms_07702097,11/25/2021,0.0047,ug/l,PFOA,,4.3
wqms_07702097,12/16/2021,0.0045,ug/l,PFOA,,7.5
wqms_07702097,1/18/2023,0.0043,ug/l,PFOA,,5.1
wqms_07702097,2/28/2023,0.0054,ug/l,PFOA,,4.7
wqms_07702097,3/30/2023,0.0042,ug/l,PFOA,,4.5
wqms_07702097,5/5/2023,0.0049,ug/l,PFOA,,4.3
wqms_07702097,5/29/2023,0.0047,ug/l,PFOA,,5.4
wqms_07702097,6/23/2023,0.0027,ug/l,PFOA,,4.2
wqms_07702097,7/28/2023,0.0048,ug/l,PFOA,,4.9
wqms_07702097,8/24/2023,0.0043,ug/l,PFOA,,4.7
wqms_07702097,9/28/2023,0.006,ug/l,PFOA,,2.7
wqms_07702097,10/26/2023,0.0036,ug/l,PFOA,,4.8
wqms_07702097,11/30/2023,0.0045,ug/l,PFOA,,4.3
wqms_07702097,12/27/2023,0.0043,ug/l,PFOA,,6
wqms_07702098,1/31/2014,0.01,ug/l,PFOA,,3.6
wqms_07702098,2/27/2014,0.01,ug/l,PFOA,,4.5
wqms_07702098,3/21/2014,0.01,ug/l,PFOA,,4.3
wqms_07702098,4/29/2014,0.01,ug/l,PFOA,,10
wqms_07702098,1/21/2020,0.001,ug/l,PFOA,,10
wqms_07702098,2/25/2020,0.001,ug/l,PFOA,,10
wqms_07702098,3/27/2020,0.001,ug/l,PFOA,,10
wqms_07702098,4/30/2020,0.001,ug/l,PFOA,,1
wqms_07702098,5/18/2020,0.001,ug/l,PFOA,,1
wqms_07702098,6/30/2020,0.001,ug/l,PFOA,,1
wqms_07702098,7/22/2020,0.001,ug/l,PFOA,,1
wqms_07702098,8/31/2020,0.001,ug/l,PFOA,,1
wqms_07702098,9/29/2020,0.001,ug/l,PFOA,,1
wqms_07702098,10/29/2020,0.001,ug/l,PFOA,,1
wqms_07702098,11/17/2020,0.001,ug/l,PFOA,,1
wqms_07702099,1/5/2021,0.0026,ug/l,PFOA,,1
wqms_07702099,2/9/2021,0.0022,ug/l,PFOA,,1
wqms_07702099,3/8/2021,0.002205363,ug/l,PFOA,,1
wqms_07702099,4/2/2021,0.002293466,ug/l,PFOA,,2.6
wqms_07702099,5/3/2021,0.0026,ug/l,PFOA,,2.2
wqms_07702099,6/4/2021,0.001727143,ug/l,PFOA,,2.205362736
wqms_07702099,7/9/2021,0.002010405,ug/l,PFOA,,2.293466226
wqms_07702099,8/9/2021,0.002112492,ug/l,PFOA,,2.6
wqms_07702099,9/7/2021,0.001890287,ug/l,PFOA,,1.727142513
wqms_07702099,10/4/2021,0.0048,ug/l,PFOA,,2.010405015
wqms_07702099,11/8/2021,0.0022,ug/l,PFOA,,2.112492324
wqms_07702099,12/1/2021,0.0022,ug/l,PFOA,,1.890287454
wqms_07702099,1/3/2023,0.0026,ug/l,PFOA,,4.8
wqms_07702099,2/1/2023,0.0023,ug/l,PFOA,,2.2
wqms_07702099,3/1/2023,0.002,ug/l,PFOA,,2.2
wqms_07702099,12/1/2023,0.0024,ug/l,PFOA,,2.6
wqms_07702100,1/30/2019,0.001,ug/l,PFOA,,2.3
wqms_07702100,2/28/2019,0.001,ug/l,PFOA,,2
wqms_07702100,3/27/2019,0.001,ug/l,PFOA,,2.4
wqms_07702100,4/29/2019,0.001,ug/l,PFOA,,1
wqms_07702100,6/14/2019,0.001,ug/l,PFOA,,1
wqms_07702100,6/28/2019,0.001,ug/l,PFOA,,1
wqms_07702100,10/25/2019,0.001,ug/l,PFOA,,1
wqms_07702100,11/21/2019,0.001,ug/l,PFOA,,1
wqms_07702100,12/26/2019,0.001,ug/l,PFOA,,1
wqms_07702101,1/27/2021,0.001,ug/l,PFOA,,1
wqms_07702101,2/24/2021,0.001,ug/l,PFOA,,1
wqms_07702101,3/17/2021,0.001,ug/l,PFOA,,1
wqms_07702101,4/28/2021,0.001,ug/l,PFOA,,1
wqms_07702101,5/26/2021,0.001,ug/l,PFOA,,1
wqms_07702101,6/16/2021,0.0048,ug/l,PFOA,,1
wqms_07702101,7/28/2021,0.0029,ug/l,PFOA,,1
wqms_07702101,8/27/2021,0.0072,ug/l,PFOA,,1
wqms_07702101,9/15/2021,0.0032,ug/l,PFOA,,4.8
wqms_07702101,10/25/2021,0.001,ug/l,PFOA,,2.9
wqms_07702101,11/17/2021,0.0028,ug/l,PFOA,,7.2
wqms_07702101,12/29/2021,0.001,ug/l,PFOA,,3.2
wqms_07702102,1/31/2019,0.001,ug/l,PFOA,2.36016202,1
wqms_07702102,2/26/2019,0.001,ug/l,PFOA,2.172754526,2.8
wqms_07702102,3/27/2019,0.001,ug/l,PFOA,1.739374995,1
wqms_07702102,4/29/2019,0.001,ug/l,PFOA,2.237175941,1
wqms_07702102,5/23/2019,0.001,ug/l,PFOA,1.651527762,1
wqms_07702102,6/28/2019,0.001,ug/l,PFOA,1.188865662,1
wqms_07702102,7/29/2019,0.001,ug/l,PFOA,1.001458287,1
wqms_07702102,8/16/2019,0.001,ug/l,PFOA,1.071736097,1
wqms_07702102,12/23/2019,0.001,ug/l,PFOA,27.80072021,1
wqms_07702103,1/29/2014,0.01,ug/l,PFOA,,1
wqms_07702103,3/28/2014,0.01,ug/l,PFOA,,1
wqms_07702103,4/25/2014,0.01,ug/l,PFOA,,1
wqms_07702103,5/20/2014,0.01,ug/l,PFOA,,10
wqms_07702103,1/30/2020,0.001,ug/l,PFOA,,10
wqms_07702103,2/26/2020,0.001,ug/l,PFOA,,10
wqms_07702103,3/31/2020,0.001,ug/l,PFOA,,10
wqms_07702103,4/17/2020,0.001,ug/l,PFOA,,1
wqms_07702103,5/22/2020,0.001,ug/l,PFOA,,1
wqms_07702103,6/10/2020,0.001,ug/l,PFOA,,1
wqms_07702103,7/20/2020,0.001,ug/l,PFOA,,1
wqms_07702103,8/14/2020,0.001,ug/l,PFOA,,1
wqms_07702103,9/30/2020,0.001,ug/l,PFOA,,1
wqms_07702103,10/28/2020,0.001,ug/l,PFOA,,1
wqms_07702103,11/23/2020,0.001,ug/l,PFOA,,1
wqms_07702103,12/30/2020,0.001,ug/l,PFOA,,1
wqms_07702104,1/26/2021,0.001,ug/l,PFOA,0.944048584,1
wqms_07702104,2/22/2021,0.001,ug/l,PFOA,0.779662013,1
wqms_07702104,3/24/2021,0.001,ug/l,PFOA,0.537778974,1
wqms_07702104,4/22/2021,0.001,ug/l,PFOA,0.629365742,1
wqms_07702104,5/19/2021,0.001,ug/l,PFOA,0.96283555,1
wqms_07702104,6/23/2021,0.001,ug/l,PFOA,0.486114562,1
wqms_07702104,7/27/2021,0.001,ug/l,PFOA,0.300592601,1
wqms_07702104,8/26/2021,0.001,ug/l,PFOA,0.309986085,1
wqms_07702104,9/15/2021,0.001,ug/l,PFOA,0.319379628,1
wqms_07702104,10/25/2021,0.001,ug/l,PFOA,0.685726821,1
wqms_07702104,11/29/2021,0.001,ug/l,PFOA,3.050544977,1
wqms_07702104,12/29/2021,0.001,ug/l,PFOA,2.559733868,1
wqms_07702105,1/30/2014,0.01,ug/l,PFOA,,1
